ID,Internal_id,germinated,total,non_germinated,rate,Source_name,name,Parents_id,Amplification_round_starting,Admixture_internal,Admixture_as_database,Latitude,Longitude,iso_alpha,Temperature,Data_germination_filtered_for_viability,sequencer,short_name,Collector,Accession_ID,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
10005,2021-0694,48,48,0,1,A. thaliana,ICE63 / Copac-1,2017-264,9.2021,Central Europe,central_europe,46.11,21.95,ROU,20degree_LD,NA,MPI,,,CS76420,10.2,9.9,3.1,766.2,26.5,-4.8,31.3,18.1,1.3,19.6,-0.1,639,92,36,30,232,115,218,131
10017,2021-0720,93,93,0,1,A. thaliana,ICE21 / Petro-1,2017-263,9.2021,Central Europe,central_europe,44.34,21.46,SRB,20degree_LD,NA,MPI,,,CS76370,10.8,9.8,3.2,739.1,27.3,-3.3,30.6,18.2,2.5,19.8,0.8,671,86,42,24,231,130,208,142
1002,2021-0682,54,54,0,1,A. thaliana,Ale-Stenar-64-24,2017-351,9.2021,Sweden,south_sweden,55.38,14.05,SWE,20degree_LD,NA,GMI,Ales Stenar,Jon Ågren,CS76654,7.9,5.5,2.4,610.8,20,-2.2,22.2,15.4,2.4,15.9,0.5,585,63,32,21,180,103,168,136
1061,2021-0691,65,65,0,1,A. thaliana,Brösarp-11-135,2017-352,9.2021,Sweden,south_sweden,55.72,14.13,SWE,20degree_LD,NA,GMI,Brösarp,Jon Ågren,CS76727,7.4,5.7,2.5,615,19.7,-2.8,22.5,14.9,1.9,15.5,0,623,69,35,21,191,111,179,147
1062,2021-0609,62,62,0,1,A. thaliana,Brösarp-15-138,2017-153,9.2021,Sweden,south_sweden,55.72,14.13,SWE,20degree_LD,NA,GMI,Brösarp,Jon Ågren,CS76728,7.4,5.7,2.5,615,19.7,-2.8,22.5,14.9,1.9,15.5,0,623,69,35,21,191,111,179,147
1063,2021-0610,59,59,0,1,A. thaliana,Brösarp-21-140,2017-154,9.2021,Sweden,south_sweden,55.72,14.13,SWE,20degree_LD,NA,GMI,Brösarp,Jon Ågren,CS76729,7.4,5.7,2.5,615,19.7,-2.8,22.5,14.9,1.9,15.5,0,623,69,35,21,191,111,179,147
1066,2021-0611,45,45,0,1,A. thaliana,Brösarp-34-145,2017-155,9.2021,Sweden,south_sweden,55.72,14.13,SWE,20degree_LD,NA,GMI,Brösarp,Jon Ågren,CS76730,7.4,5.7,2.5,615,19.7,-2.8,22.5,14.9,1.9,15.5,0,623,69,35,21,191,111,179,147
108,2021-0788,68,68,0,1,A. thaliana,LDV-18,"108  (Almudena Molla Morales, Austria)",9.2021,Western Europe,western_europe,48.52,-4.07,FRA,20degree_LD,NA,Monsanto,LDV,Valerie Le Corre,CS77013,10.9,6.3,3.7,379.7,20,3.3,16.7,7.1,15.6,15.8,6.2,1045,133,46,31,376,160,187,361
115930,2021-0757,71,71,0,1,A. thaliana,All1-2,2017-291,9.2021,Western Europe,western_europe,45.26,1.48,FRA,20degree_LD,NA,NA,NA,NA,NA,12.1,10.6,4.1,548.6,26.3,0.6,25.7,5.9,19.1,19.1,4.9,896,92,55,12,251,205,205,243
115932,2021-0758,55,55,0,1,A. thaliana,All1-4,2017-292,9.2021,Western Europe,western_europe,45.26,1.48,FRA,20degree_LD,NA,NA,NA,NA,NA,12.1,10.6,4.1,548.6,26.3,0.6,25.7,5.9,19.1,19.1,4.9,896,92,55,12,251,205,205,243
115936,2021-0753,90,90,0,1,A. thaliana,All1-8,2017-287,9.2021,Western Europe,western_europe,45.26,1.48,FRA,20degree_LD,NA,NA,NA,NA,NA,12.1,10.6,4.1,548.6,26.3,0.6,25.7,5.9,19.1,19.1,4.9,896,92,55,12,251,205,205,243
115938,2021-0759,63,63,0,1,A. thaliana,All2-1,2017-293,9.2021,Western Europe,western_europe,45.26,1.48,FRA,20degree_LD,NA,NA,NA,NA,NA,12.1,10.6,4.1,548.6,26.3,0.6,25.7,5.9,19.1,19.1,4.9,896,92,55,12,251,205,205,243
115942,2021-0760,73,73,0,1,A. thaliana,All2-5,2017-294,9.2021,Western Europe,western_europe,45.26,1.48,FRA,20degree_LD,NA,NA,NA,NA,NA,12.1,10.6,4.1,548.6,26.3,0.6,25.7,5.9,19.1,19.1,4.9,896,92,55,12,251,205,205,243
115944,2021-0754,61,61,0,1,A. thaliana,Cam-10,2017-288,9.2021,Western Europe,western_europe,48.28,-4.6,FRA,20degree_LD,NA,NA,NA,NA,NA,11.3,6.3,3.9,355.8,20,3.9,16.1,7.7,15.7,15.9,6.8,1100,140,47,32,399,169,199,378
115946,2021-0761,84,84,0,1,A. thaliana,Cam-11,2017-295,9.2021,Western Europe,western_europe,48.28,-4.6,FRA,20degree_LD,NA,NA,NA,NA,NA,11.3,6.3,3.9,355.8,20,3.9,16.1,7.7,15.7,15.9,6.8,1100,140,47,32,399,169,199,378
115948,2021-0748,75,75,0,1,A. thaliana,Cam-2,2017-282,9.2021,Western Europe,western_europe,48.28,-4.6,FRA,20degree_LD,NA,NA,NA,NA,NA,11.3,6.3,3.9,355.8,20,3.9,16.1,7.7,15.7,15.9,6.8,1100,140,47,32,399,169,199,378
115950,2021-0749,66,66,0,1,A. thaliana,Cam-6,2017-283,9.2021,Western Europe,western_europe,48.28,-4.6,FRA,20degree_LD,NA,NA,NA,NA,NA,11.3,6.3,3.9,355.8,20,3.9,16.1,7.7,15.7,15.9,6.8,1100,140,47,32,399,169,199,378
115952,2021-0762,54,55,1,0.981818182,A. thaliana,Cam-8,2017-296,9.2021,Western Europe,western_europe,48.28,-4.6,FRA,20degree_LD,NA,NA,NA,NA,NA,11.3,6.3,3.9,355.8,20,3.9,16.1,7.7,15.7,15.9,6.8,1100,140,47,32,399,169,199,378
115954,2021-0738,92,94,2,0.978723404,A. thaliana,Cla-3,2017-272,9.2021,Western Europe,western_europe,48.8,2.26,FRA,20degree_LD,NA,NA,NA,NA,NA,10.9,8.2,3.5,560.5,24,0.6,23.4,11.3,7.1,18,3.6,648,60,45,8,172,142,162,159
115958,2021-0739,57,57,0,1,A. thaliana,Cla-6,2017-273,9.2021,Western Europe,western_europe,48.8,2.26,FRA,20degree_LD,NA,NA,NA,NA,NA,10.9,8.2,3.5,560.5,24,0.6,23.4,11.3,7.1,18,3.6,648,60,45,8,172,142,162,159
115962,2021-0737,86,86,0,1,A. thaliana,Cur-2,2017-270,9.2021,Western Europe,western_europe,45,1.74,FRA,20degree_LD,NA,NA,NA,NA,NA,11.5,10.5,4,551.4,25.7,0,25.7,13.9,7.8,18.5,4.3,865,88,56,12,231,194,209,221
115962,2021-0763,58,59,1,0.983050847,A. thaliana,Cur-5,2017-297,9.2021,Western Europe,western_europe,45,1.74,FRA,20degree_LD,NA,NA,NA,NA,NA,11.5,10.5,4,551.4,25.7,0,25.7,13.9,7.8,18.5,4.3,865,88,56,12,231,194,209,221
115968,2021-0744,52,52,0,1,A. thaliana,Fet-6,2017-278,9.2021,Western Europe,western_europe,47.2,4.17,FRA,20degree_LD,NA,NA,NA,NA,NA,9.5,7.8,3.2,596,22.6,-1.6,24.2,2.8,5.6,17,1.6,852,83,57,13,235,181,222,222
115972,2021-0751,44,45,1,0.977777778,A. thaliana,Lac-2,2017-285,9.2021,Western Europe,western_europe,47.7,6.82,FRA,20degree_LD,NA,NA,NA,NA,NA,8.1,8.5,3.2,624.6,22.3,-3.5,25.8,1.1,3.9,16,0,1095,106,75,11,303,244,295,289
115974,2021-0752,59,59,0,1,A. thaliana,Lac-7,2017-286,9.2021,Western Europe,western_europe,47.7,6.82,FRA,20degree_LD,NA,NA,NA,NA,NA,8.1,8.5,3.2,624.6,22.3,-3.5,25.8,1.1,3.9,16,0,1095,106,75,11,303,244,295,289
115976,2021-0746,87,87,0,1,A. thaliana,Ldv-1,2017-280,9.2021,Western Europe,western_europe,48.51,-4.07,FRA,20degree_LD,NA,NA,NA,NA,NA,10.9,6.3,3.7,379.7,20,3.3,16.7,7.1,15.6,15.8,6.2,1045,133,46,31,376,160,187,361
115980,2021-0755,103,103,0,1,A. thaliana,Ldv-2,2017-289,9.2021,Western Europe,western_europe,48.51,-4.07,FRA,20degree_LD,NA,NA,NA,NA,NA,10.9,6.3,3.7,379.7,20,3.3,16.7,7.1,15.6,15.8,6.2,1045,133,46,31,376,160,187,361
115992,2021-0750,92,92,0,1,A. thaliana,Mib-9,2017-284,9.2021,Western Europe,western_europe,47.33,5.32,FRA,20degree_LD,NA,NA,NA,NA,NA,10.7,8.9,3.3,635.2,25.1,-1.3,26.4,15.4,6.8,18.7,2.3,793,78,53,13,212,167,208,190
115994,2021-0740,98,101,3,0.97029703,A. thaliana,Mog-1,2017-274,9.2021,Western Europe,western_europe,48.67,-4.06,FRA,20degree_LD,NA,NA,NA,NA,NA,11.2,6.3,3.7,380.4,20.2,3.6,16.6,7.4,15.9,16.1,6.5,1002,127,45,32,359,153,180,346
115996,2021-0741,48,49,1,0.979591837,A. thaliana,Mog-11,2017-275,9.2021,Western Europe,western_europe,48.67,-4.06,FRA,20degree_LD,NA,NA,NA,NA,NA,11.2,6.3,3.7,380.4,20.2,3.6,16.6,7.4,15.9,16.1,6.5,1002,127,45,32,359,153,180,346
116004,2021-0742,97,99,2,0.97979798,A. thaliana,Par-10,2017-276,9.2021,Western Europe,western_europe,46.65,0.25,FRA,20degree_LD,NA,NA,NA,NA,NA,11.3,9.2,3.8,539.3,24.7,0.7,24,5.3,18.2,18.2,4.3,737,78,47,14,220,154,154,204
116006,2021-0743,80,80,0,1,A. thaliana,Par-13,2017-277,9.2021,Western Europe,western_europe,46.65,0.25,FRA,20degree_LD,NA,NA,NA,NA,NA,11.3,9.2,3.8,539.3,24.7,0.7,24,5.3,18.2,18.2,4.3,737,78,47,14,220,154,154,204
116008,2021-0745,112,112,0,1,A. thaliana,Par-3,2017-279,9.2021,Western Europe,western_europe,46.65,0.25,FRA,20degree_LD,NA,NA,NA,NA,NA,11.3,9.2,3.8,539.3,24.7,0.7,24,5.3,18.2,18.2,4.3,737,78,47,14,220,154,154,204
116012,2021-0747,69,69,0,1,A. thaliana,Pyl-1,2017-281,9.2021,Western Europe,western_europe,44.65,-1.17,FRA,20degree_LD,NA,NA,NA,NA,NA,12.9,9.2,4,488,25.1,2.6,22.5,7.6,19.1,19.1,6.6,1121,132,58,23,367,211,239,338
116014,2021-0764,85,85,0,1,A. thaliana,Pyl-3,2017-298,9.2021,Western Europe,western_europe,44.65,-1.17,FRA,20degree_LD,NA,NA,NA,NA,NA,12.9,9.2,4,488,25.1,2.6,22.5,7.6,19.1,19.1,6.6,1121,132,58,23,367,211,239,338
116026,2021-0756,77,79,2,0.974683544,A. thaliana,Vou-9,2017-290,9.2021,Western Europe,western_europe,46.65,0.17,FRA,20degree_LD,NA,NA,NA,NA,NA,11.3,9.2,3.8,539.3,24.7,0.7,24,5.3,18.2,18.2,4.3,737,78,47,14,220,154,154,204
139,2021-0549,105,107,2,0.981308411,A. thaliana,LDV-46,2017-049,9.2021,Western Europe,western_europe,48.52,-4.07,FRA,20degree_LD,NA,Monsanto,LDV,Valerie Le Corre,CS77014,10.9,6.3,3.7,379.7,20,3.3,16.7,7.1,15.6,15.8,6.2,1045,133,46,31,376,160,187,361
139,2021-0789,76,76,0,1,A. thaliana,LDV-46,"139  (Almudena Molla Morales, Austria)",9.2021,Western Europe,western_europe,48.52,-4.07,FRA,20degree_LD,NA,Monsanto,LDV,Valerie Le Corre,CS77014,10.9,6.3,3.7,379.7,20,3.3,16.7,7.1,15.6,15.8,6.2,1045,133,46,31,376,160,187,361
159,2021-0790,58,64,6,0.90625,A. thaliana,MAR2-3,"159  (Almudena Molla Morales, Austria)",9.2021,Western Europe,western_europe,47.35,3.93,FRA,20degree_LD,NA,Monsanto,Mar 02,Valerie Le Corre,CS77070,10.3,8.5,3.4,586.7,23.7,-0.8,24.5,3.6,6.5,17.7,2.5,780,76,52,12,211,167,203,203
1853,2021-0445,45,46,1,0.97826087,A. thaliana,MNF-Pot-21,2015-288,9.2021,Western Europe,germany,43.6,-86.27,USA,20degree_LD,NA,Monsanto,MNF-Potter,Diane Byers,CS77099,7.6,10.8,2.9,923.8,26.9,-9.8,36.7,14.8,-3.6,19.2,-4.6,869,98,38,22,277,155,238,163
1872,2021-0462,66,68,2,0.970588235,A. thaliana,MNF-Pot-75,2015-289,9.2021,Western Europe,germany,43.6,-86.27,USA,20degree_LD,NA,Monsanto,MNF-Potter,Diane Byers,CS77100,7.6,10.8,2.9,923.8,26.9,-9.8,36.7,14.8,-3.6,19.2,-4.6,869,98,38,22,277,155,238,163
1925,2021-0460,57,58,1,0.982758621,A. thaliana,MNF-Che-2,2015-290,9.2021,Western Europe,germany,43.53,-86.18,USA,20degree_LD,NA,Monsanto,MNF-Cherry,Diane Byers,CS77096,7.6,10.8,2.9,923.8,26.9,-9.8,36.7,14.8,-3.6,19.2,-4.6,869,98,38,22,277,155,238,163
1954,2021-0461,98,99,1,0.98989899,A. thaliana,MNF-Jac-12,2015-291,9.2021,Western Europe,germany,43.52,-86.17,USA,20degree_LD,NA,Monsanto,MNF-Jack,Diane Byers,CS77097,7.6,10.8,2.9,923.8,26.9,-9.8,36.7,14.8,-3.6,19.2,-4.6,869,98,38,22,277,155,238,163
2276,2021-0467,65,65,0,1,A. thaliana,SLSP-31,2015-292,9.2021,Western Europe,admixed,43.67,-86.5,USA,20degree_LD,NA,Monsanto,SLSP,Diane Byers,CS77254,7.9,10.1,2.8,909.7,26.5,-9.1,35.6,15.2,-3.2,19.2,-4.1,833,95,37,23,268,146,232,154
350,2021-0791,88,88,0,1,A. thaliana,TOU-A1-88,"350 (Almudena Molla Morales, Austria)",9.2021,Western Europe,western_europe,46.67,4.12,FRA,20degree_LD,NA,Monsanto,TOU-A1,Fabrice Roux,CS77382,10.6,8.4,3.3,599.3,24.2,-0.8,25,18.2,6.7,18.2,2.7,772,82,51,16,218,155,218,176
351,2021-0792,94,96,2,0.979166667,A. thaliana,TOU-A1-89,"351 (Almudena Molla Morales, Austria)",9.2021,Western Europe,western_europe,46.67,4.12,FRA,20degree_LD,NA,Monsanto,TOU-A1,Fabrice Roux,CS77383,10.6,8.4,3.3,599.3,24.2,-0.8,25,18.2,6.7,18.2,2.7,772,82,51,16,218,155,218,176
410,2021-0614,108,108,0,1,A. thaliana,Doubravnik7,2017-177,9.2021,Central Europe,central_europe,49.42,16.35,CZE,20degree_LD,NA,Monsanto,Dou,Marie-Theres Hauser,CS76808,7.4,8.6,3,703.8,22.4,-5.9,28.3,16.1,-0.6,16.1,-1.9,607,86,28,41,245,88,245,92
430,2021-0529,97,98,1,0.989795918,A. thaliana,Gr-1,2017-102,9.2021,Central Europe,central_europe,47,15.5,AUT,20degree_LD,NA,Salk,Graz,Albert Kranz,CS76496,7.8,9.9,3.1,756.8,24.3,-7.2,31.5,17.3,-2.3,17.3,-2.3,891,127,34,42,362,116,362,116
5023,2021-0437,63,63,0,1,A. thaliana,UKSE06-118,2015-293,9.2021,Western Europe,western_europe,51.3,0.5,UK,20degree_LD,NA,Monsanto,East Malling Research Station,Eric Holub,CS78799,10.1,7.6,3.6,479.6,21.8,0.9,20.9,7.5,6.3,16.4,4.2,654,70,40,18,203,137,145,171
5165,2021-0476,75,76,1,0.986842105,A. thaliana,UKSE06-362,2015-294,9.2021,Western Europe,admixed,51.3,0.4,UK,20degree_LD,NA,Monsanto,Wateringbury,Eric Holub,CS78802,10.1,7.6,3.6,479.6,21.8,0.9,20.9,7.5,6.3,16.4,4.2,654,70,40,18,203,137,145,171
5353,2021-0475,96,99,3,0.96969697,A. thaliana,UKNW06-003,2015-295,9.2021,Western Europe,western_europe,54.5,-3,UK,20degree_LD,NA,Monsanto,"Dove Cottage,Wordsworth Trust, nr Grasmere",Eric Holub,CS78792,6.8,7,3.6,452.4,17.5,-1.8,19.3,2,8.8,12.7,1.2,1246,138,74,22,400,230,268,356
5830,2021-0605,117,118,1,0.991525424,A. thaliana,App1-12,2017-170,9.2021,Sweden,south_sweden,56.33,15.97,SWE,20degree_LD,NA,GMI,App1,Magnus Nordborg,CS76667,7.6,6.2,2.5,648.7,21,-3.1,24.1,15.5,2,16.1,-0.3,548,63,32,21,175,99,160,124
5831,2021-0606,81,82,1,0.987804878,A. thaliana,App1-14,2017-171,9.2021,Sweden,south_sweden,56.33,15.97,SWE,20degree_LD,NA,GMI,App1,Magnus Nordborg,CS76668,7.6,6.2,2.5,648.7,21,-3.1,24.1,15.5,2,16.1,-0.3,548,63,32,21,175,99,160,124
5832,2021-0607,86,86,0,1,A. thaliana,App1-16,2017-172,9.2021,Sweden,south_sweden,56.33,15.97,SWE,20degree_LD,NA,GMI,App1,Magnus Nordborg,CS76669,7.6,6.2,2.5,648.7,21,-3.1,24.1,15.5,2,16.1,-0.3,548,63,32,21,175,99,160,124
5865,2021-0433,92,95,3,0.968421053,A. thaliana,Dra1-4,2015-014,9.2021,Sweden,south_sweden,55.76,14.12,SWE,20degree_LD,NA,GMI,Dra1,Magnus Nordborg,CS76809,7.4,5.7,2.5,615,19.7,-2.8,22.5,14.9,1.9,15.5,0,623,69,35,21,191,111,179,147
5867,2021-0440,88,89,1,0.988764045,A. thaliana,Dra2-1,2015-119,9.2021,Sweden,south_sweden,55.76,14.12,SWE,20degree_LD,NA,GMI,Dra2,Magnus Nordborg,CS76810,7.4,5.7,2.5,615,19.7,-2.8,22.5,14.9,1.9,15.5,0,623,69,35,21,191,111,179,147
5907,2021-0615,42,43,1,0.976744186,A. thaliana,DraIV 2-9,2017-176,9.2021,Central Europe,central_europe,49.41,16.28,CZE,20degree_LD,NA,Monsanto,DraIV 2,Jirina Relichov,CS76818,7.3,8.6,3,698.7,22.2,-5.9,28.1,15.9,-0.7,15.9,-2,623,87,30,40,250,93,250,96
6013,2021-0502,69,72,3,0.958333333,A. thaliana,Eden-9,2016-948,9.2021,Sweden,north_sweden,62.88,18.18,SWE,20degree_LD,NA,GMI,Eden,Magnus Nordborg,CS76830,3.2,8.3,2.4,866.2,20.5,-12.8,33.3,13.3,-3.4,14.6,-7.8,651,74,38,24,207,117,185,146
6019,2021-0617,57,58,1,0.982758621,A. thaliana,Fjä1-2,2017-241,9.2021,Sweden,south_sweden,56.06,14.29,SWE,20degree_LD,NA,GMI,Fjä1,Magnus Nordborg,CS76860,7.7,6.1,2.6,623.8,20.5,-2.8,23.3,15.3,2.3,16,0.2,602,69,34,21,188,106,174,141
6020,2021-0618,77,77,0,1,A. thaliana,Fjä1-5,2017-242,9.2021,Sweden,south_sweden,56.06,14.29,SWE,20degree_LD,NA,GMI,Fjä1,Magnus Nordborg,CS76861,7.7,6.1,2.6,623.8,20.5,-2.8,23.3,15.3,2.3,16,0.2,602,69,34,21,188,106,174,141
6023,2021-0525,92,92,0,1,A. thaliana,Fly2-1,2017-138,9.2021,Sweden,south_sweden,55.75,13.37,SWE,20degree_LD,NA,GMI,Fly2,Magnus Nordborg,CS76863,7.7,6,2.6,618.2,20.1,-2.9,23,15.1,2.3,15.8,0.2,678,70,36,22,204,120,193,163
6024,2021-0526,86,86,0,1,A. thaliana,Fly2-2,2017-139,9.2021,Sweden,south_sweden,55.75,13.37,SWE,20degree_LD,NA,GMI,Fly2,Magnus Nordborg,CS76864,7.7,6,2.6,618.2,20.1,-2.9,23,15.1,2.3,15.8,0.2,678,70,36,22,204,120,193,163
6034,2021-0442,79,79,0,1,A. thaliana,Hov1-7,2015-121,9.2021,Sweden,south_sweden,56.1,13.74,SWE,20degree_LD,NA,GMI,Hov1,Magnus Nordborg,CS76932,7.3,6.2,2.6,623.5,20,-3.4,23.4,14.8,1.9,15.5,-0.2,695,75,39,21,213,123,200,167
6035,2021-0621,80,82,2,0.975609756,A. thaliana,Hov1-10,2017-236,9.2021,Sweden,south_sweden,56.1,13.74,SWE,20degree_LD,NA,GMI,Hov1,Magnus Nordborg,CS76931,7.3,6.2,2.6,623.5,20,-3.4,23.4,14.8,1.9,15.5,-0.2,695,75,39,21,213,123,200,167
6036,2021-0622,106,106,0,1,A. thaliana,Hov3-2,2017-239,9.2021,Sweden,south_sweden,56.1,13.74,SWE,20degree_LD,NA,GMI,Hov3,Magnus Nordborg,CS76934,7.3,6.2,2.6,623.5,20,-3.4,23.4,14.8,1.9,15.5,-0.2,695,75,39,21,213,123,200,167
6038,2021-0623,96,96,0,1,A. thaliana,Hov3-5,2017-237,9.2021,Sweden,south_sweden,56.1,13.74,SWE,20degree_LD,NA,GMI,Hov3,Magnus Nordborg,CS76935,7.3,6.2,2.6,623.5,20,-3.4,23.4,14.8,1.9,15.5,-0.2,695,75,39,21,213,123,200,167
6039,2021-0624,76,77,1,0.987012987,A. thaliana,Hovdala-2,2017-234,9.2021,Sweden,admixed,56.1,13.74,SWE,20degree_LD,NA,GMI,Hovdala,Torbjorn Sall,CS76937,7.3,6.2,2.6,623.5,20,-3.4,23.4,14.8,1.9,15.5,-0.2,695,75,39,21,213,123,200,167
6040,2021-0547,85,86,1,0.988372093,A. thaliana,Kni-1,2017-097,9.2021,Sweden,south_sweden,55.66,13.4,SWE,20degree_LD,NA,GMI,Kni1,Magnus Nordborg,CS76970,7.7,6,2.6,613.8,20,-2.8,22.8,15.1,2.3,15.7,0.3,669,68,35,21,199,120,188,163
6041,2021-0553,98,98,0,1,A. thaliana,Lis-3,2017-073,9.2021,Sweden,south_sweden,56.03,14.78,SWE,20degree_LD,NA,GMI,Lis,Magnus Nordborg,CS77044,7.8,6,2.5,622.9,20.7,-2.6,23.3,15.4,2.3,16,0.3,579,65,33,21,179,104,163,136
6073,2021-0718,79,82,3,0.963414634,A. thaliana,ÖMö1-7,2017-346,9.2021,Sweden,south_sweden,56.15,15.82,SWE,20degree_LD,NA,GMI,ÖMö1,Magnus Nordborg,CS77147,7.8,6.1,2.5,643.3,21.1,-2.8,23.9,15.7,2.2,16.3,0,549,62,32,21,174,99,157,125
6074,2021-0463,56,56,0,1,A. thaliana,Ör-1,2015-319,9.2021,Sweden,south_sweden,56.46,16.13,SWE,20degree_LD,NA,GMI,Örrevet,Magnus Nordborg,CS77150,7.7,6.3,2.5,651.7,21.3,-3.2,24.5,15.6,2.1,16.2,-0.3,526,62,31,22,170,94,155,118
6076,2021-0493,54,55,1,0.981818182,A. thaliana,Rev-2,2016-049,9.2021,Sweden,south_sweden,55.69,13.45,SWE,20degree_LD,NA,GMI,Rev2,Magnus Nordborg,CS77215,7.7,6,2.6,618.2,20.1,-2.9,23,15.1,2.3,15.8,0.2,678,70,36,22,204,120,193,163
6085,2021-0567,76,79,3,0.962025316,A. thaliana,Sparta-1,2017-127,9.2021,Sweden,south_sweden,55.71,13.21,SWE,20degree_LD,NA,GMI,Sparta (Student corridor),Magnus Nordborg,CS77260,7.8,6.1,2.6,618,20.2,-2.9,23.1,15.2,2.4,15.9,0.3,665,69,35,22,203,117,191,157
6088,2021-0436,90,91,1,0.989010989,A. thaliana,Stu1-1,2015-016,9.2021,Sweden,south_sweden,56.47,16.13,SWE,20degree_LD,NA,GMI,Stu1,Magnus Nordborg,CS77285,7.7,6.3,2.5,651.7,21.3,-3.2,24.5,15.6,2.1,16.2,-0.3,526,62,31,22,170,94,155,118
6090,2021-0449,83,85,2,0.976470588,A. thaliana,T1000,2015-122,9.2021,Sweden,south_sweden,55.65,13.22,SWE,20degree_LD,NA,GMI,Staff 2,Mattias Jakobsson,CS77288,7.9,6,2.6,615.5,20.2,-2.6,22.8,15.3,2.5,15.9,0.4,647,67,35,21,195,116,184,154
6092,2021-0470,70,72,2,0.972222222,A. thaliana,T1020,2015-322,9.2021,Sweden,south_sweden,55.65,13.22,SWE,20degree_LD,NA,GMI,Staff 6,Mattias Jakobsson,CS77289,7.9,6,2.6,615.5,20.2,-2.6,22.8,15.3,2.5,15.9,0.4,647,67,35,21,195,116,184,154
6094,2021-0495,66,67,1,0.985074627,A. thaliana,T1040,2016-051,9.2021,Sweden,south_sweden,55.65,13.21,SWE,20degree_LD,NA,GMI,Staff 4,Mattias Jakobsson,CS77290,7.9,6,2.6,615.5,20.2,-2.6,22.8,15.3,2.5,15.9,0.4,647,67,35,21,195,116,184,154
6097,2021-0569,75,76,1,0.986842105,A. thaliana,T1070,2017-129,9.2021,Sweden,south_sweden,55.65,13.23,SWE,20degree_LD,NA,GMI,Staff 9,Mattias Jakobsson,CS77291,7.9,6,2.6,615.5,20.2,-2.6,22.8,15.3,2.5,15.9,0.4,647,67,35,21,195,116,184,154
6098,2021-0471,88,88,0,1,A. thaliana,T1080,2015-325,9.2021,Sweden,south_sweden,55.66,13.22,SWE,20degree_LD,NA,GMI,Staff 11,Mattias Jakobsson,CS77292,7.9,6,2.6,615.5,20.2,-2.6,22.8,15.3,2.5,15.9,0.4,647,67,35,21,195,116,184,154
6100,2021-0570,104,104,0,1,A. thaliana,T1110,2017-091,9.2021,Sweden,south_sweden,55.6,13.2,SWE,20degree_LD,NA,GMI,Staff 17,Mattias Jakobsson,CS77294,7.9,6,2.6,615.5,20.2,-2.6,22.8,15.3,2.5,15.9,0.4,647,67,35,21,195,116,184,154
6104,2021-0571,52,52,0,1,A. thaliana,T1160,2017-092,9.2021,Sweden,south_sweden,55.7,13.2,SWE,20degree_LD,NA,GMI,Lund 16,Mattias Jakobsson,CS77296,7.8,6.1,2.6,618,20.2,-2.9,23.1,15.2,2.4,15.9,0.3,665,69,35,22,203,117,191,157
6105,2021-0572,59,59,0,1,A. thaliana,T450,2017-123,9.2021,Sweden,south_sweden,55.8,13.12,SWE,20degree_LD,NA,GMI,Kävlinge 6,Mattias Jakobsson,CS77297,7.9,6.1,2.6,618.5,20.3,-2.8,23.1,15.3,2.6,16,0.5,643,68,34,22,199,113,187,149
6106,2021-0573,64,64,0,1,A. thaliana,T460,2017-121,9.2021,Sweden,south_sweden,55.79,13.12,SWE,20degree_LD,NA,GMI,Kävlinge 8,Mattias Jakobsson,CS77298,7.9,6.1,2.6,618.5,20.3,-2.8,23.1,15.3,2.6,16,0.5,643,68,34,22,199,113,187,149
6107,2021-0574,70,72,2,0.972222222,A. thaliana,T470,2017-125,9.2021,Sweden,south_sweden,55.79,13.12,SWE,20degree_LD,NA,GMI,Kävlinge 9,Mattias Jakobsson,CS77299,7.9,6.1,2.6,618.5,20.3,-2.8,23.1,15.3,2.6,16,0.5,643,68,34,22,199,113,187,149
6108,2021-0774,82,85,3,0.964705882,A. thaliana,T480,2015-609,9.2021,Central Europe,western_europe,55.8,13.12,SWE,20degree_LD,NA,GMI,Kävlinge 3,Mattias Jakobsson,CS77300,7.9,6.1,2.6,618.5,20.3,-2.8,23.1,15.3,2.6,16,0.5,643,68,34,22,199,113,187,149
6109,2021-0509,76,77,1,0.987012987,A. thaliana,T510,2016-974,9.2021,Sweden,south_sweden,55.79,13.12,SWE,20degree_LD,NA,GMI,Kävlinge 7,Mattias Jakobsson,CS77301,7.9,6.1,2.6,618.5,20.3,-2.8,23.1,15.3,2.6,16,0.5,643,68,34,22,199,113,187,149
6111,2021-0775,96,96,0,1,A. thaliana,T530,2015-121,9.2021,Sweden,south_sweden,55.8,13.12,SWE,20degree_LD,NA,GMI,Kävlinge 1,Mattias Jakobsson,CS77302,7.9,6.1,2.6,618.5,20.3,-2.8,23.1,15.3,2.6,16,0.5,643,68,34,22,199,113,187,149
6112,2021-0575,77,78,1,0.987179487,A. thaliana,T540,2017-120,9.2021,Sweden,south_sweden,55.8,13.1,SWE,20degree_LD,NA,GMI,Kävlinge 10,Mattias Jakobsson,CS77303,7.9,6.1,2.6,618.5,20.3,-2.8,23.1,15.3,2.6,16,0.5,643,68,34,22,199,113,187,149
